#Creator: pendulumEventBuffer
#Creation time: Mon Mar 21 09:33:57 2022
#Time	Period	Transit time
#[s]	[s]	[s]
971.822290	2.125041	0.184020
972.884747	2.125046	0.184514
973.947336	2.125258	0.184808
975.010005	2.125258	0.185258
976.072594	2.125136	0.185672
977.135141	2.125078	0.186142
978.197672	2.125066	0.186596
979.260207	2.124935	0.187118
980.322607	2.125062	0.187578
981.385269	2.125255	0.187954
982.447862	2.125172	0.188452
983.510441	2.125088	0.188950
984.572950	2.125054	0.189360
985.635495	2.125090	0.189722
986.698040	2.125152	0.190268
987.760647	2.125134	0.190762
988.823174	2.125099	0.191124
989.885746	2.124874	0.191676
990.948048	2.124961	0.192156
992.010707	2.124987	0.192594
993.073035	2.125062	0.193150
994.135769	2.125205	0.193630
995.198240	2.125110	0.194124
996.260879	2.124963	0.194538
997.323203	2.124280	0.195070
998.385159	2.124689	0.195282
999.447892	2.125689	0.195500
1000.510848	2.125273	0.196112
1001.573165	2.124699	0.196458
1002.635547	2.125019	0.196902
1003.698184	2.125084	0.197608
1004.760631	2.124946	0.198202
1005.823130	2.125111	0.198596
1006.885742	2.124959	0.198976
1007.948089	2.124828	0.199486
1009.010570	2.124903	0.200020
1010.072992	2.124865	0.200516
1011.135435	2.124917	0.200990
1012.197909	2.124940	0.201410
1013.260375	2.124844	0.201882
1014.322753	2.124915	0.202430
1015.385290	2.124999	0.202928
1016.447752	2.124869	0.203324
1017.510159	2.124869	0.203766
1018.572621	2.124872	0.204322
1019.635031	2.124835	0.204806
1020.697456	2.124876	0.205236
1021.759907	2.124882	0.205722
1022.822338	2.124870	0.206200
1023.884777	2.124831	0.206650
1024.947169	2.124830	0.207046
1026.009607	2.124816	0.207594
1027.071985	2.125031	0.208150
1028.134638	2.124840	0.208576
1029.196825	2.124593	0.209066
1030.259231	2.124781	0.209562
1031.321606	2.124829	0.209984
1032.384060	2.124859	0.210504
1033.446465	2.124873	0.211030
1034.508933	2.124804	0.211478
1035.571269	2.124903	0.211986
1036.633836	2.124699	0.212588
1037.695968	2.124481	0.213172
1038.758317	2.124716	0.213654
1039.820684	2.124776	0.214244
1040.883093	2.124712	0.214738
1041.945396	2.124647	0.215168
1043.007740	2.124757	0.215728
1044.070153	2.124750	0.216174
1045.132490	2.124565	0.216732
1046.194718	2.124400	0.217376
1047.256890	2.124633	0.217880
1048.319351	2.124664	0.218518
1049.381554	2.124533	0.219060
1050.443884	2.124434	0.219596
1051.505988	2.124529	0.220304
1052.568413	2.125008	0.220966
1053.630996	2.124506	0.221764
1054.692919	2.123605	0.222402
1055.754601	2.124511	0.223046
1056.817430	2.125286	0.223848
1057.879887	2.124853	0.224666
1058.942283	2.125024	0.225566
1060.004911	2.125459	0.226334
1061.067742	2.125589	0.227664
1062.130500	2.124442	0.229108
1063.192184	2.124123	0.229844
1064.254623	2.124509	0.230542
1065.316693	2.123971	0.231414
1066.378594	2.124037	0.232168
1067.440730	2.124368	0.232696
1068.502962	2.124444	0.233200
1069.565174	2.124314	0.233676
1070.627276	2.124210	0.234132
1071.689384	2.124147	0.234784
1072.751423	2.124095	0.235458
1073.813479	2.124399	0.236166
1074.875822	2.124680	0.237064
1075.938159	2.124772	0.237954
1077.000594	2.124006	0.238424
1078.062165	2.123619	0.239002
1079.124213	2.124333	0.239762
1080.186498	2.124837	0.240304
1081.249050	2.124295	0.240916
1082.310793	2.124004	0.241526
1083.373054	2.124249	0.242192
1084.435042	2.124365	0.242760
1085.497419	2.124514	0.243298
1086.559556	2.124232	0.243820
1087.621651	2.124318	0.244194
1088.683874	2.124468	0.244740
1089.746119	2.124906	0.245410
1090.808780	2.124539	0.245776
1091.870658	2.123337	0.246748
1092.932117	2.124252	0.247698
1093.994910	2.124961	0.247748
1095.057078	2.124214	0.248404
1096.119124	2.124068	0.249060
1097.181146	2.122968	0.249524
1098.242092	2.123803	0.250184
1099.304949	2.125538	0.250962
1100.367630	2.124172	0.251492
1101.429121	2.124134	0.251714
1102.491764	2.124425	0.252496
1103.553546	2.124079	0.253272
1104.615843	2.124007	0.254010
1105.677553	2.124034	0.254674
1106.739877	2.124521	0.255166
1107.802074	2.124270	0.255728
1108.864147	2.124072	0.256266
1109.926146	2.124074	0.256816
1110.988221	2.124272	0.257302
1112.050418	2.124300	0.257800
1113.112521	2.124123	0.258350
1114.174541	2.124091	0.258798
1115.236612	2.124062	0.259096
1116.298603	2.124078	0.259642
1117.360690	2.124162	0.260276
1118.422765	2.124263	0.260690
1119.484953	2.124263	0.261358
1120.547028	2.124177	0.261976
1121.609130	2.124167	0.262544
1122.671195	2.124085	0.263230
1123.733215	2.124086	0.263858
1124.795281	2.124222	0.264570
1125.857437	2.124264	0.264934
1126.919545	2.124213	0.265146
1127.981650	2.124178	0.265596
1129.043723	2.124297	0.265886
1130.105947	2.124098	0.266498
1131.167821	2.123972	0.267314
1132.229919	2.124131	0.267758
1133.291952	2.124068	0.268156
1134.353987	2.124028	0.268754
1135.415980	2.123986	0.269276
1136.477973	2.124083	0.269746
1137.540063	2.124239	0.270294
1138.602212	2.124266	0.270676
1139.664329	2.124188	0.271190
1140.726400	2.123951	0.271804
1141.788280	2.123967	0.272280
1142.850367	2.124080	0.272970
1143.912360	2.124166	0.273572
1144.974533	2.124372	0.274018
1146.036732	2.124220	0.274420
1147.098753	2.124067	0.274846
1148.160799	2.124040	0.275366
1149.222793	2.123943	0.275846
1150.284742	2.124141	0.276472
1151.346934	2.124141	0.277052
1152.408883	2.124042	0.277542
1153.470976	2.124284	0.278120
1154.533167	2.123676	0.279006
1155.594652	2.123398	0.279728
1156.656565	2.124574	0.279922
1157.719226	2.124689	0.280196
1158.781254	2.123977	0.280780
1159.843203	2.123942	0.281194
1160.905196	2.124238	0.281616
1161.967441	2.124268	0.282214
1163.029464	2.124028	0.283168
1164.091469	2.124068	0.283602
1165.153532	2.124064	0.283476
1166.215533	2.123912	0.284310
1167.277444	2.124007	0.285044
1168.339540	2.123918	0.285100
1169.401362	2.123898	0.285476
1170.463438	2.124107	0.285848
1171.525469	2.124128	0.286082
1172.587566	2.123944	0.286864
1173.649413	2.123853	0.287530
1174.711419	2.124000	0.287962
1175.773413	2.124071	0.288410
1176.835490	2.124107	0.288816
1177.897520	2.124102	0.289228
1178.959592	2.124049	0.289524
1180.021569	2.123960	0.289982
1181.083552	2.123956	0.290660
1182.145525	2.123904	0.291146
1183.207456	2.124072	0.291348
1184.269597	2.124181	0.291862
1185.331637	2.124056	0.292674
1186.393653	2.123961	0.292846
1187.455598	2.123901	0.292908
1188.517554	2.124215	0.293640
1189.579813	2.124172	0.294634
1190.641726	2.123972	0.294872
1191.703785	2.123880	0.295022
1192.765606	2.123953	0.295568
1193.827738	2.124051	0.296100
1194.889657	2.123959	0.296526
1195.951697	2.123994	0.296942
1197.013651	2.123983	0.297570
1198.075680	2.123968	0.297948
1199.137619	2.123979	0.298286
1200.199659	2.124071	0.298770
1201.261690	2.124059	0.299264
1202.323718	2.123977	0.299780
1203.385667	2.123984	0.300202
1204.447702	2.124130	0.300576
1205.509797	2.124102	0.301070
1206.571804	2.123818	0.301524
1207.633615	2.123977	0.302122
1208.695781	2.124230	0.302594
1209.757845	2.123991	0.302958
1210.819772	2.123825	0.303428
1211.881670	2.123858	0.303868
1212.943630	2.123935	0.304188
1214.005605	2.124095	0.304586
1215.067725	2.123961	0.305186
1216.129566	2.124000	0.305624
1217.191725	2.124179	0.305910
1218.253745	2.123849	0.306414
1219.315574	2.123631	0.307020
1220.377376	2.123877	0.307304
1221.439451	2.124085	0.307662
1222.501461	2.123856	0.308306
1223.563307	2.123773	0.308838
1224.625234	2.123900	0.309252
1225.687207	2.124178	0.309542
1226.749412	2.124353	0.309844
1227.811560	2.124087	0.310352
1228.873499	2.123887	0.310934
1229.935447	2.123854	0.311394
1230.997353	2.123874	0.311922
1232.059321	2.123689	0.312570
1233.121042	2.123895	0.313004
1234.183216	2.124155	0.313124
1235.245197	2.123916	0.313550
1236.307132	2.123945	0.314084
1237.369142	2.123770	0.314348
1238.430902	2.123407	0.314400
1239.492549	2.123583	0.314782
1240.554485	2.124158	0.315446
1241.616707	2.123956	0.315950
1242.678441	2.124311	0.316982
1243.741018	2.124728	0.317012
1244.803169	2.123959	0.316978
1245.864977	2.123582	0.318134
1246.926751	2.123716	0.318962
1247.988693	2.123911	0.319130
1249.050662	2.124073	0.319132
1250.112766	2.124217	0.319476
1251.174879	2.123702	0.320290
1252.236468	2.123874	0.320880
1253.298753	2.124174	0.321130
1254.360642	2.123823	0.321504
1255.422576	2.123900	0.321892
1256.484542	2.123953	0.322196
1257.546529	2.123918	0.322714
1258.608460	2.123898	0.323384
1259.670427	2.123867	0.323730
1260.732327	2.123784	0.324218
1261.794211	2.123837	0.324874
1262.856164	2.123856	0.325316
1263.918067	2.123897	0.325658
1264.980061	2.124094	0.326022
1266.042161	2.123943	0.326290
1267.104004	2.123919	0.327012
1268.166080	2.123952	0.327656
1269.227956	2.123775	0.327664
1270.289855	2.123798	0.327834
1271.351754	2.124062	0.328668
1272.413917	2.124082	0.329510
1273.475836	2.123776	0.329796
1274.537693	2.123880	0.330190
1275.599716	2.123971	0.330916
1276.661664	2.123792	0.331300
1277.723508	2.123813	0.331456
1278.785477	2.123772	0.331966
1279.847280	2.123748	0.332608
1280.909225	2.124044	0.332878
1281.971324	2.124065	0.333176
1283.033290	2.123964	0.333776
1284.095288	2.123827	0.334184
1285.157117	2.123689	0.334478
1286.218977	2.123771	0.335074
1287.280888	2.123771	0.336028
1288.342748	2.124142	0.336400
1289.405030	2.124059	0.336552
1290.466807	2.123822	0.337210
1291.528852	2.124020	0.337720
1292.590827	2.123783	0.338162
1293.652635	2.123541	0.338510
1294.714368	2.123590	0.338628
1295.776225	2.124170	0.340234
1296.838538	2.124335	0.340956
1297.900560	2.123856	0.340472
1298.962394	2.123805	0.341004
1300.024365	2.123830	0.341394
1301.086224	2.123780	0.341764
1302.148145	2.123754	0.341882
1303.209978	2.123886	0.342252
1304.272031	2.123883	0.343094
1305.333861	2.123847	0.343758
1306.395878	2.124013	0.344216
1307.457874	2.123886	0.344684
1308.519764	2.123677	0.345112
1309.581551	2.123902	0.345470
1310.643666	2.123914	0.346108
1311.705465	2.123736	0.346586
1312.767402	2.123832	0.346912
1313.829297	2.123936	0.347474
1314.891338	2.123778	0.347956
1315.953075	2.123808	0.348426
1317.015146	2.124026	0.348980
1318.077101	2.123795	0.349422
1319.138941	2.123656	0.350086
1320.200757	2.123948	0.350506
1321.262889	2.123963	0.350818
1322.324720	2.123870	0.351268
1323.386759	2.123679	0.351538
1324.448399	2.123618	0.352262
1325.510377	2.124130	0.352766
1326.572529	2.124038	0.352862
1327.634415	2.123716	0.353314
1328.696245	2.123300	0.354342
1329.757715	2.123649	0.354958
1330.819894	2.124492	0.354576
1331.882207	2.124069	0.354746
1332.943963	2.123558	0.355698
1334.005765	2.123792	0.356290
1335.067755	2.123847	0.356550
1336.129612	2.123795	0.357252
1337.191550	2.124114	0.357828
1338.253726	2.123968	0.358160
1339.315518	2.123626	0.358648
1340.377352	2.123824	0.358996
1341.439342	2.123944	0.359520
1342.501296	2.123814	0.360188
1343.563156	2.123865	0.360644
1344.625161	2.123833	0.361206
1345.686989	2.123728	0.361710
1346.748889	2.123839	0.362078
1347.810828	2.123892	0.362548
1348.872781	2.123843	0.362950
1349.934671	2.123949	0.363474
1350.996730	2.123982	0.364132
1352.058653	2.123771	0.364626
1353.120501	2.124310	0.364766
1354.182963	2.124197	0.365358
1355.244698	2.123195	0.365880
1356.306158	2.123636	0.366336
1357.368334	2.123967	0.366940
1358.430125	2.123579	0.367350
1359.491913	2.123637	0.367962
1360.553762	2.123869	0.368408
1361.615782	2.123959	0.368816
1362.677721	2.123930	0.369354
1363.739712	2.123797	0.369924
1364.801518	2.123663	0.370480
1365.863375	2.123771	0.370854
1366.925289	2.123853	0.371214
1367.987228	2.123806	0.371724
1369.049095	2.123832	0.372198
1370.111060	2.123818	0.373036
1371.172913	2.123904	0.373518
1372.234964	2.123857	0.373812
1373.296770	2.123821	0.374432
1374.358785	2.124003	0.374918
1375.420773	2.123774	0.375618
1376.482559	2.123499	0.376126
1377.544272	2.123717	0.376388
1378.606276	2.123997	0.376828
1379.668269	2.123864	0.377130
1380.730140	2.123693	0.377632
1381.791962	2.123962	0.378348
1382.854102	2.124067	0.378812
1383.916029	2.123887	0.378994
1384.977989	2.123671	0.379554
1386.039700	2.123592	0.380300
1387.101581	2.123739	0.381046
1388.163439	2.123925	0.381526
1389.225506	2.123988	0.381688
1390.287427	2.123894	0.382046
1391.349400	2.123942	0.382516
1392.411369	2.123825	0.383210
1393.473225	2.123779	0.383706
1394.535148	2.123759	0.384192
1395.596984	2.123652	0.384508
1396.658800	2.123739	0.384800
1397.720723	2.123819	0.385498
1398.782619	2.123702	0.386182
1399.844425	2.123717	0.386526
1400.906336	2.123894	0.386784
1401.968319	2.123920	0.387398
1403.030256	2.123868	0.387944
1404.092187	2.123710	0.388546
1405.153966	2.123723	0.389268
1406.215910	2.123853	0.389708
1407.277819	2.123701	0.390178
1408.339611	2.123700	0.390898
1409.401519	2.124040	0.391298
1410.463651	2.123959	0.391714
1411.525478	2.123802	0.392284
1412.587453	2.123804	0.392698
1413.649282	2.123612	0.393204
1414.711065	2.123657	0.393746
1415.772939	2.123688	0.394026
1416.834753	2.123888	0.394230
1417.896827	2.124240	0.395086
1418.958993	2.123959	0.396078
1420.020786	2.123475	0.395928
1421.082468	2.123541	0.396328
1422.144327	2.123764	0.397390
1423.206232	2.123677	0.397700
1424.268004	2.123812	0.398176
1425.330044	2.123989	0.398876
1426.391993	2.123945	0.399334
1427.453989	2.123747	0.399682
1428.515740	2.123781	0.400336
1429.577770	2.123863	0.400980
1430.639603	2.123674	0.401590
1431.701444	2.123694	0.402180
1432.763297	2.123718	0.402634
1433.825162	2.123822	0.403152
1434.887119	2.123850	0.403370
1435.949012	2.123763	0.403968
1437.010882	2.123769	0.404736
1438.072781	2.123737	0.405206
1439.134619	2.123856	0.405694
1440.196637	2.123830	0.406194
1441.258449	2.123677	0.406742
1442.320314	2.123793	0.407308
1443.382242	2.123752	0.407792
1444.444066	2.123594	0.408208
1445.505836	2.123919	0.408728
1446.567985	2.123882	0.409266
1447.629718	2.123537	0.409968
1448.691522	2.123664	0.410860
1449.753382	2.123638	0.411428
1450.815160	2.123535	0.411684
1451.876917	2.123908	0.412022
1452.939068	2.124127	0.412528
1454.001044	2.123696	0.413116
1455.062764	2.123455	0.413520
1456.124499	2.123651	0.414006
1457.186415	2.123929	0.415010
1458.248428	2.123825	0.415512
1459.310240	2.123645	0.415788
1460.372073	2.124101	0.416406
1461.434341	2.124031	0.417010
1462.496104	2.122734	0.417616
1463.557075	2.123310	0.417982
1464.619414	2.124689	0.418400
1465.681764	2.124142	0.419128
1466.743556	2.123733	0.419484
1467.805497	2.123763	0.419602
1468.867319	2.123776	0.420274
1469.929273	2.123903	0.421862
1470.991222	2.124308	0.421700
1472.053581	2.123860	0.421518
1473.115082	2.123479	0.422520
1474.177060	2.123213	0.422788
1475.238295	2.123463	0.423790
1476.300523	2.124162	0.424814
1477.362457	2.123790	0.425222
1478.424313	2.123522	0.425574
1479.485979	2.123654	0.426270
1480.547967	2.123961	0.426918
1481.609940	2.124076	0.427360
1482.672043	2.123708	0.427798
1483.733648	2.123326	0.428424
1484.795369	2.123935	0.428926
1485.857583	2.124059	0.429486
1486.919428	2.123801	0.429784
1487.981384	2.123922	0.429904
1489.043350	2.123721	0.430816
1490.105105	2.123558	0.431530
1491.166908	2.123906	0.432160
1492.229011	2.123563	0.433230
1493.290471	2.123256	0.433830
1494.352267	2.124058	0.433486
1495.414529	2.123812	0.433898
1496.476079	2.123613	0.435106
1497.538142	2.123984	0.435580
1498.600063	2.123910	0.435966
1499.662052	2.123659	0.436512
1500.723722	2.123408	0.436964
1501.785460	2.123655	0.437408
1502.847377	2.123913	0.438038
1503.909373	2.123789	0.438686
1504.971166	2.123739	0.439012
1506.033112	2.123816	0.439376
1507.094982	2.123767	0.440048
1508.156879	2.124018	0.440546
1509.219000	2.123769	0.441652
1510.280648	2.123220	0.442468
1511.342220	2.123775	0.442516
1512.404423	2.124772	0.443434
1513.466992	2.123878	0.443980
1514.528301	2.122966	0.444178
1515.589958	2.123672	0.444920
1516.651973	2.123735	0.445366
1517.713693	2.123516	0.445886
1518.775489	2.123585	0.446610
1519.837278	2.123630	0.447256
1520.899119	2.123760	0.447846
1521.961038	2.123749	0.448640
1523.022868	2.123766	0.449264
1524.084804	2.123953	0.449680
1525.146821	2.123802	0.450122
1526.208606	2.123638	0.450672
1527.270459	2.123653	0.451526
1528.332259	2.123849	0.452166
1529.394308	2.123392	0.452752
1530.455651	2.123280	0.453330
1531.517588	2.124182	0.453804
1532.579833	2.123792	0.454614
1533.641380	2.123271	0.455600
1534.703104	2.123953	0.455904
1535.765333	2.124082	0.456350
1536.827186	2.123974	0.456964
1537.889307	2.123894	0.457634
1538.951080	2.123183	0.458284
1540.012490	2.123522	0.458700
1541.074602	2.124024	0.459488
1542.136514	2.123352	0.459596
1543.197954	2.124334	0.459920
1544.260848	2.125131	0.461284
1545.323085	2.123264	0.462562
1546.384112	2.122572	0.463160
1547.445657	2.123669	0.463270
1548.507781	2.123724	0.463934
1549.569381	2.123601	0.464918
1550.631382	2.123856	0.465480
1551.693237	2.123915	0.465946
1552.755297	2.123640	0.466838
1553.816877	2.123596	0.467938
1554.878893	2.123884	0.468186
1555.940761	2.123614	0.468646
1557.002507	2.123699	0.469350
1558.064460	2.123686	0.469500
1559.126193	2.123450	0.470002
1560.187910	2.123714	0.470724
1561.249907	2.123995	0.471314
1562.311905	2.123747	0.471982
1563.373654	2.123674	0.472640
1564.435579	2.123878	0.473054
1565.497532	2.123236	0.473580
1566.558815	2.123207	0.473942
1567.620739	2.124239	0.474754
1568.683054	2.124321	0.475640
1569.745060	2.123557	0.476128
1570.806611	2.123453	0.476726
1571.868513	2.123718	0.477346
1572.930329	2.123731	0.477866
1573.992244	2.123796	0.478488
1575.054125	2.123733	0.479146
1576.115977	2.123615	0.479758
1577.177740	2.123715	0.480672
1578.239692	2.123705	0.481360
1579.301445	2.123643	0.481930
1580.363335	2.123878	0.482562
1581.425323	2.123978	0.483302
1582.487313	2.123714	0.484090
1583.549037	2.123492	0.484610
1584.610805	2.123639	0.485250
1585.672676	2.123767	0.485984
1586.734572	2.123686	0.486740
1587.796362	2.123635	0.487284
1588.858207	2.123740	0.487750
1589.920102	2.123603	0.488984
1590.981810	2.123538	0.489964
1592.043640	2.123818	0.490172
1593.105628	2.123752	0.491012
1594.167392	2.123748	0.491892
1595.229376	2.123614	0.492660
1596.291006	2.123629	0.493648
1597.353005	2.123704	0.494354
1598.414710	2.123702	0.495016
1599.476707	2.123725	0.495802
1600.538435	2.123494	0.496430
1601.600201	2.123587	0.497286
1602.662022	2.123763	0.498044
1603.723964	2.123794	0.498904
1604.785816	2.123604	0.499900
1605.847568	2.123541	0.500448
1606.909357	2.123880	0.500786
1607.971448	2.123981	0.501388
1609.033338	2.123687	0.502416
1610.095135	2.123507	0.503334
1611.156845	2.123869	0.503894
1612.219004	2.123732	0.505148
1613.280577	2.123243	0.506470
1614.342247	2.123538	0.506954
1615.404115	2.123848	0.507362
1616.466095	2.123352	0.508198
1617.527467	2.123290	0.508878
1618.589385	2.123752	0.509430
1619.651219	2.124083	0.510214
1620.713468	2.123741	0.511312
1621.774960	2.123120	0.512608
1622.836588	2.123358	0.513324
1623.898318	2.123587	0.513544
1624.960175	2.123713	0.513566
1626.022031	2.123404	0.514462
1627.083579	2.122929	0.515630
1628.144960	2.123505	0.516708
1629.207084	2.124349	0.517684
1630.269309	2.123804	0.518042
1631.330888	2.123220	0.518536
1632.392529	2.123861	0.519210
1633.454749	2.124468	0.519890
1634.516997	2.123903	0.520514
1635.578652	2.123287	0.521592
1636.640284	2.123328	0.522220
1637.701980	2.123065	0.522756
1638.763349	2.124336	0.523710
1639.826316	2.124230	0.525528
1640.887579	2.123766	0.526250
1641.950082	2.123886	0.526016
1643.011465	2.123064	0.526878
1644.073146	2.122908	0.527148
1645.134373	2.123162	0.527774
1646.196308	2.124973	0.529092
1647.259346	2.124365	0.529548
1648.320673	2.122919	0.530022
1649.382265	2.123492	0.530866
1650.444165	2.123886	0.531506
1651.506151	2.123887	0.532286
1652.568052	2.123709	0.532768
1653.629860	2.123518	0.533444
1654.691570	2.123531	0.534356
1655.753391	2.123847	0.535054
1656.815417	2.123724	0.535710
1657.877115	2.123473	0.536462
1658.938890	2.123580	0.537524
1660.000695	2.124024	0.538250
1661.062914	2.123754	0.539056
1662.124449	2.123477	0.540038
1663.186391	2.123639	0.540674
1664.248088	2.123645	0.541212
1665.310036	2.123759	0.542184
1666.371847	2.123734	0.542986
1667.433770	2.123699	0.543752
1668.495546	2.123579	0.544440
1669.557349	2.123406	0.544990
1670.618952	2.123696	0.545912
1671.681045	2.124037	0.546634
1672.742989	2.123636	0.547034
1673.804681	2.123495	0.547842
1674.866484	2.123524	0.548876
1675.928205	2.123504	0.549290
1676.989988	2.123437	0.550012
1678.051642	2.124649	0.550264
1679.114637	2.124490	0.550038
1680.176132	2.122809	0.551544
1681.237446	2.123295	0.553028
1682.299427	2.123418	0.553554
1683.360864	2.124531	0.553936
1684.423958	2.124147	0.555084
1685.485011	2.122629	0.556474
1686.546587	2.123784	0.556778
1687.608795	2.124125	0.557694
1688.670712	2.123437	0.559004
1689.732232	2.123687	0.559352
1690.794399	2.124051	0.559990
1691.856283	2.123648	0.561182
1692.918047	2.123321	0.562286
1693.979604	2.123403	0.562860
1695.041450	2.123819	0.563372
1696.103423	2.122980	0.564210
1697.164430	2.123554	0.564640
1698.226977	2.124955	0.564818
1699.289385	2.123618	0.566294
1700.350595	2.122998	0.567358
1701.412383	2.123161	0.567022
1702.473756	2.124350	0.567956
1703.536733	2.124867	0.570478
1704.598623	2.123256	0.570798
1705.659989	2.123015	0.570010
1706.721638	2.123527	0.571428
1707.783516	2.123901	0.573000
1708.845539	2.123803	0.574106
1709.907319	2.123605	0.575110
1710.969144	2.123148	0.575676
1712.030467	2.123802	0.575242
1713.092946	2.124264	0.575692
1714.154731	2.123447	0.577882
1715.216393	2.125887	0.579854
1716.280618	2.124147	0.581644
1717.340540	2.121275	0.580616
1718.401893	2.122953	0.581126
1719.463493	2.122842	0.583822
1720.524735	2.123485	0.584430
1721.586978	2.124309	0.586104
1722.649044	2.123701	0.587548
1723.710679	2.123523	0.588070
1724.772567	2.123512	0.589134
1725.834191	2.123477	0.590422
1726.896044	2.123830	0.591272
1727.958021	2.123792	0.592190
1729.019836	2.123623	0.593352
1730.081644	2.123137	0.594868
1731.142973	2.123082	0.596206
1732.204726	2.123009	0.596540
1733.265982	2.125349	0.597004
1734.330075	2.126051	0.598154
1735.392033	2.121961	0.601262
1736.452036	2.121937	0.604684
1737.513970	2.124325	0.606548
1738.576361	2.124296	0.608058
1739.638266	2.123852	0.610728
1740.700213	2.124682	0.613554
1741.762948	2.123076	0.615536
1742.823289	2.123046	0.616410
1743.885994	2.123704	0.617752
1744.946993	2.123505	0.618958
1746.009499	2.123868	0.620274
1747.070861	2.123262	0.621854
1748.132761	2.123703	0.622626
1749.194564	2.123847	0.623768
1750.256608	2.123593	0.624884
1751.318157	2.123248	0.625970
1752.379856	2.123656	0.627200
1753.441813	2.123715	0.628294
1754.503571	2.124557	0.629170
1755.566370	2.123149	0.629692
1756.626720	2.121971	0.630652
1757.688341	2.124055	0.632286
1758.750775	2.123997	0.634290
1759.812338	2.121295	0.636932
1760.872070	2.121601	0.638144
1761.933939	2.125087	0.637750
1762.997157	2.124272	0.639386
1764.058211	2.123136	0.642202
1765.120293	2.122846	0.644398
1766.181057	2.123094	0.645862
1767.243387	2.124283	0.646698
1768.305340	2.123117	0.649240
1769.366504	2.122618	0.652232
1770.427958	2.123737	0.653472
1771.490241	2.123461	0.655154
1772.551419	2.124027	0.656866
1773.614268	2.123906	0.659260
1774.675325	2.123648	0.661282
1775.737916	2.123790	0.663336
1776.799115	2.122919	0.665798
1777.860835	2.123066	0.667526
1778.922181	2.123579	0.668790
1779.984414	2.123543	0.670812
1781.045724	2.123442	0.672580
1782.107856	2.123882	0.673208
1783.169606	2.124116	0.674668
1784.231972	2.123784	0.677076
1785.293390	2.123965	0.678160
1786.355937	2.123854	0.679626
1787.417244	2.123078	0.682316
1788.479015	2.123811	0.683882
1789.541055	2.123980	0.684770
1790.602995	2.123414	0.685978
1791.664469	2.123732	0.687294
1792.726727	2.123372	0.688774
1793.787841	2.123518	0.690250
1794.850245	2.124333	0.692258
1795.912174	2.123400	0.693524
1796.973645	2.122494	0.694630
1798.034668	2.125082	0.694376
1799.098727	2.124690	0.695662
1800.159358	2.122656	0.699504
1801.221383	2.123151	0.701654
1802.282509	2.123316	0.702482
1803.344699	2.121774	0.704526
1804.404283	2.123701	0.708438
1805.468400	2.127184	0.710264
1806.531467	2.124374	0.710374
1807.592774	2.122667	0.712856
1808.654134	2.123580	0.714412
1809.716354	2.123684	0.715584
1810.777818	2.124167	0.717820
1811.840521	2.124280	0.720574
1812.902098	2.123550	0.722068
1813.964071	2.122854	0.723710
1815.024952	2.123922	0.724716
1816.087993	2.124600	0.726918
1817.149552	2.123632	0.729132
1818.211625	2.123182	0.731062
1819.272734	2.123919	0.733024
1820.335544	2.124428	0.735580
1821.397162	2.123228	0.737068
1822.458772	2.123187	0.738364
1823.520349	2.123262	0.739810
1824.582034	2.123546	0.740456
1825.643895	2.124456	0.741302
1826.706490	2.124005	0.743764
1827.767900	2.122863	0.746976
1828.829353	2.123714	0.748730
1829.891614	2.125262	0.749164
1830.954615	2.123526	0.751790
1832.015140	2.119665	0.753896
1833.074280	2.123160	0.750396
1834.138300	2.127561	0.749396
1835.201841	2.124669	0.754190
1836.262969	2.123214	0.756694
1837.325055	2.123721	0.757942
1838.386690	2.123718	0.759728
1839.448773	2.123256	0.762386
1840.509946	2.124653	0.763744
1841.573426	2.125100	0.767272
1842.635046	2.123810	0.769048
1843.697236	2.123149	0.770328
1844.758195	2.124016	0.772610
1845.821252	2.124069	0.775892
1846.882264	2.123616	0.778012
1847.944868	2.123273	0.780928
1849.005537	2.123108	0.783526
1850.067976	2.124527	0.785448
1851.130064	2.125365	0.786592
1852.193341	2.124575	0.790658
1853.254639	2.125227	0.792022
1854.318568	2.124648	0.796228
1855.379287	2.123457	0.800254
1856.442025	2.123787	0.803586
1857.503074	2.124701	0.806000
1858.566726	2.125276	0.810908
#1859.628350	2.340460	0.812124
#1860.907186	3.177023	1.246796
#1862.805373	4.021622	1.699650
#1864.928808	4.247292	1.701916
